#GRM219R61C226ME15,,
#2025/02/24,,
#c_dcbias_capchange,,
#capchange  25.0degC  AC0.5Vrms,,
DC Bias[V],Cap. Change Rate[%],
13.76,-87.87204808198648,
13.84,-87.9404547398933,
13.92,-88.00771537330834,
14.0,-88.07388709208739,
14.08,-88.13903049162303,
14.16,-88.20320979772694,
14.24,-88.26649301114392,
14.32,-88.32895205111664,
14.4,-88.39066289730388,
14.48,-88.45170572926008,
14.56,-88.51216506252617,
14.64,-88.57212988026892,
14.72,-88.63169375924319,
14.8,-88.69095498869846,
14.88,-88.75001668067482,
14.96,-88.8089868699641,
15.040000000000001,-88.86797860180756,
15.120000000000001,-88.92711000521106,
15.200000000000001,-88.98650434955442,
15.280000000000001,-89.04629008193689,
15.36,-89.10660084250792,
15.44,-89.1675754547832,
15.52,-89.22935788773253,
15.6,-89.29209718620065,
15.68,-89.35594736600024,
15.76,-89.42106726980857,
15.84,-89.4876203798003,
15.92,-89.55577458278175,
16.0,-89.62570188342428,
